id,zone,personId,type,coordX,coordY
1,21,1,"IND",-9515.0,-9912.0
2,21,3,"IND",-10392.0,-10128.0
3,13,4,"IND",234.0,160.0
4,8,5,"IND",362.0,4952.0
5,13,7,"IND",-13.0,-408.0
6,13,8,"IND",111.0,376.0
7,18,9,"IND",-264.0,-5336.0
8,18,12,"IND",-136.0,-4544.0
9,13,13,"IND",489.0,96.0
10,13,15,"IND",-387.0,-120.0
11,5,16,"IND",10238.0,10168.0
12,2,18,"IND",-4634.0,10312.0
13,13,19,"IND",-8.0,-400.0
14,13,20,"IND",115.0,384.0
15,18,21,"IND",-259.0,-5328.0
16,21,23,"IND",-10149.0,-9568.0
17,1,24,"IND",-9524.0,9720.0
18,25,26,"IND",9600.0,-10496.0
19,9,30,"IND",5225.0,5144.0
20,25,32,"IND",10353.0,-10064.0
21,5,33,"IND",9978.0,10224.0
22,25,35,"IND",10102.0,-9640.0
23,16,37,"IND",-10273.0,-5352.0
24,21,39,"IND",-10145.0,-9560.0
25,12,41,"IND",-4519.0,-272.0
26,5,44,"IND",9604.0,9864.0
27,21,51,"IND",-9770.0,-9848.0
28,18,54,"IND",357.0,-5056.0
29,5,55,"IND",9983.0,9584.0
30,1,56,"IND",-9894.0,10368.0
31,13,67,"IND",-268.0,-344.0
32,13,69,"IND",-123.0,-169.0
33,1,70,"IND",-10497.0,10119.0
34,25,71,"IND",9626.0,-10097.0
35,12,72,"IND",-4748.0,-457.0
36,13,74,"IND",379.0,335.0
37,13,75,"IND",5.0,-377.0
38,13,78,"IND",128.0,407.0
39,18,79,"IND",-246.0,-4953.0
40,22,80,"IND",-5118.0,-10161.0
41,13,81,"IND",-493.0,127.0
42,13,84,"IND",-370.0,263.0
43,6,85,"IND",-9744.0,4551.0
44,13,89,"IND",384.0,343.0
45,18,90,"IND",9.0,-5369.0
46,5,91,"IND",10133.0,9767.0
47,13,92,"IND",-242.0,55.0
48,12,97,"IND",-5132.0,-184.0
49,1,98,"IND",-9506.0,10103.0
50,13,99,"IND",-383.0,-112.0
51,24,100,"IND",5243.0,-9824.0
52,13,102,"IND",371.0,319.0
53,21,103,"IND",-10004.0,-10393.0
54,13,113,"IND",119.0,391.0
55,13,114,"IND",-255.0,-321.0
56,13,116,"IND",-127.0,-177.0
57,5,119,"IND",10498.0,10111.0
58,16,121,"IND",-10378.0,-5105.0
59,4,122,"IND",5247.0,9535.0
60,13,125,"IND",375.0,327.0
61,13,126,"IND",0.0,-385.0
62,5,127,"IND",10124.0,10399.0
63,3,129,"IND",-251.0,10039.0
64,13,130,"IND",-105.0,215.0
65,5,131,"IND",9520.0,9503.0
66,1,132,"IND",-10356.0,10287.0
67,13,134,"IND",269.0,-425.0
68,13,135,"IND",397.0,-282.0
69,13,136,"IND",22.0,6.0
70,1,137,"IND",-9854.0,9790.0
71,25,140,"IND",9771.0,-9922.0
72,16,141,"IND",-10101.0,-4778.0
73,25,143,"IND",9525.0,-10490.0
74,5,144,"IND",9648.0,10294.0
75,18,145,"IND",274.0,-5418.0
76,1,148,"IND",-9599.0,9726.0
77,12,150,"IND",-4973.0,14.0
78,18,151,"IND",150.0,-5202.0
79,12,152,"IND",-5224.0,438.0
80,25,158,"IND",9886.0,-10153.0
81,13,159,"IND",-489.0,487.0
82,13,163,"IND",-365.0,271.0
83,13,166,"IND",260.0,-441.0
84,1,167,"IND",-9612.0,10351.0
85,25,168,"IND",10014.0,-10009.0
86,21,169,"IND",-9863.0,-10225.0
